consult_id,customer_id,customer_id_raw,unit_id,unit_id_raw,consultant,channel,consult_date,duration_min,duration_flag,outcome,notes,orphan
CS00468,C00523,C00523,U0216,U0216,장채원,방문,2024-09-05,45,,재상담예정,특약사항 확인 요청,
CS00469,C00377,C00377,,U9905,안시윤,SNS,2024-03-26,45,,보류,대출 상담 필요,unit
CS00470,C00406,C00406,U0212,U0212,서주원,SNS,2024-06-28,60,,재상담예정,가격 재문의,
CS00471,C00344,C00344,U0163,U0163,한지민,전화,2026-03-22,15,,계약희망,층향 재문의,
CS00472,C00482,C00482,U0151,U0151,임동현,전화,2026-08-05,,비정상(0이하),재상담예정,추가 자료 요청,
CS00473,C00501,C00501,U0039,U0039,홍태윤,전화,2024-06-28,,비정상(0이하),계약희망,층향 재문의,
CS00474,C00340,C00340,U0045,U0045,서주원,온라인,2024-12-05,30,,계약희망,,
CS00475,C00590,C00590,U0016,U0016,김서준,전화,2024-02-17,30,,보류,추가 자료 요청,
CS00476,C00534,C00534,U0007,U0007,장은서,온라인,2025-07-17,15,,거절,계약금 조율 필요,
CS00477,C00138,C00138,U0192,U0192,홍태윤,전화,2026-11-09,,비정상(0이하),계약희망,특약사항 확인 요청,
CS00478,C00301,C00301,U0131,U0131,조도윤,SNS,2026-12-15,90,,재상담예정,가격 재문의,
CS00479,C00461,C00461,U0184,U0184,서주원,방문,2024-11-16,20,,보류,계약금 조율 필요,
CS00480,C00471,C00471,U0168,U0168,홍태윤,온라인,2024-01-11,20,,계약희망,전세 대비 비교 요청,
CS00481,C00314,C00314,U0044,U0044,장채원,방문,2026-07-26,60,,보류,층향 재문의,
CS00482,C00129,C00129,U0043,U0043,조도윤,SNS,2025-12-08,240,이상치(장시간),거절,잔금 일정 문의,
CS00483,C00089,C00089,U0186,U0186,홍태윤,전화,2026-12-16,30,,계약희망,전세 대비 비교 요청,
CS00484,C00491,C00491,U0065,U0065,홍태윤,방문,2025-10-23,15,,계약희망,계약금 조율 필요,
CS00485,C00426,C00426,U0045,U0045,장채원,방문,2024-01-11,30,,재상담예정,추가 자료 요청,
CS00486,C00320,C00320,U0182,U0182,조도윤,SNS,2025-03-19,,비정상(0이하),계약희망,타 단지와 비교 중,
CS00487,C00275,C00275,U0203,U0203,전동현,전화,2024-09-07,20,,계약희망,계약금 조율 필요,
CS00488,C00441,C00441,U0176,U0176,장은서,전화,2026-09-17,240,이상치(장시간),거절,,
CS00489,C00447,C00447,U0061,U0061,임동현,전화,2025-01-26,10,,거절,가족과 상의 후 재연락,
CS00490,C00395,C00395,U0209,U0209,서주원,전화,2026-06-04,,비정상(0이하),보류,가족과 상의 후 재연락,
CS00491,C00364,C00364,,U9919,안시윤,전화,2026-10-06,240,이상치(장시간),재상담예정,잔금 일정 문의,unit
CS00492,C00586,C00586,U0157,U0157,서주원,SNS,2024-10-14,,비정상(0이하),재상담예정,대출 상담 필요,
CS00493,C00064,C00064,U0038,U0038,서주원,SNS,2026-03-24,20,,재상담예정,현장 방문 예약,
CS00494,C00260,C00260,U0036,U0036,서주원,방문,2026-12-22,15,,계약희망,타 단지와 비교 중,
CS00495,C00489,C00489,U0159,U0159,조도윤,방문,2025-03-24,60,,보류,전세 대비 비교 요청,
CS00496,C00314,C00314,U0147,U0147,전동현,온라인,2025-06-07,,비정상(0이하),거절,층향 재문의,
CS00497,C00139,C00139,U0201,U0201,조도윤,전화,2024-02-10,10,,보류,특약사항 확인 요청,
CS00498,C00210,C00210,U0084,U0084,홍태윤,전화,2024-10-10,90,,계약희망,가족과 상의 후 재연락,
CS00499,C00153,C00153,U0090,U0090,임동현,전화,2024-12-24,10,,계약희망,계약금 조율 필요,
CS00500,C00037,C00037,U0059,U0059,김서준,전화,2024-03-09,30,,계약희망,특약사항 확인 요청,
CS00501,C00304,C00304,U0034,U0034,전동현,온라인,2024-05-03,20,,계약희망,현장 방문 예약,
CS00502,C00413,C00413,U0042,U0042,홍태윤,전화,2026-08-09,10,,계약희망,현장 방문 예약,
CS00503,C00425,C00425,U0006,U0006,조도윤,방문,2024-03-28,45,,거절,타 단지와 비교 중,
CS00504,C00412,C00412,U0057,U0057,서주원,전화,2025-01-08,10,,재상담예정,계약금 조율 필요,
CS00505,C00332,C00332,U0164,U0164,안시윤,방문,2025-05-20,15,,거절,특약사항 확인 요청,
CS00506,C00476,C00476,U0045,U0045,홍태윤,전화,2025-08-27,15,,계약희망,대출 상담 필요,
CS00507,C00257,C00257,U0197,U0197,전동현,전화,2026-02-02,30,,계약희망,계약금 조율 필요,
CS00508,C00134,C00134,U0024,U0024,전동현,방문,2025-09-02,,비정상(0이하),거절,계약금 조율 필요,
CS00509,C00444,C00444,U0008,U0008,장은서,방문,2024-06-23,10,,재상담예정,계약금 조율 필요,
CS00510,C00505,C00505,U0119,U0119,안시윤,전화,2025-02-02,45,,보류,현장 방문 예약,
CS00511,C00414,C00414,,U9972,조도윤,전화,2025-03-12,,비정상(0이하),재상담예정,전세 대비 비교 요청,unit
CS00512,C00289,C00289,U0053,U0053,장채원,전화,2024-06-07,30,,거절,현장 방문 예약,
CS00513,C00048,C00048,U0039,U0039,홍태윤,방문,2026-02-17,30,,거절,현장 방문 예약,
CS00514,C00265,C00265,U0080,U0080,서주원,전화,2026-10-01,15,,재상담예정,,
CS00515,C00506,C00506,U0065,U0065,임동현,방문,2026-11-09,240,이상치(장시간),계약희망,추가 자료 요청,
CS00516,C00412,C00412,,U9931,홍태윤,전화,2026-12-03,60,,계약희망,층향 재문의,unit
CS00517,C00185,C00185,U0077,U0077,조도윤,방문,2026-08-13,240,이상치(장시간),계약희망,가족과 상의 후 재연락,
CS00518,C00451,C00451,U0176,U0176,한지민,방문,2025-07-20,,비정상(0이하),재상담예정,대출 상담 필요,
CS00519,C00258,C00258,U0074,U0074,임동현,SNS,2025-08-19,45,,거절,현장 방문 예약,
CS00520,C00427,C00427,U0177,U0177,장채원,방문,2026-10-20,45,,재상담예정,가격 재문의,
CS00521,C00282,C00282,U0068,U0068,임동현,방문,2025-11-05,10,,계약희망,타 단지와 비교 중,
CS00522,C00007,C00007,U0015,U0015,한지민,방문,2026-11-22,10,,계약희망,대출 상담 필요,
CS00523,C00091,C00091,U0180,U0180,장채원,방문,2026-09-20,,비정상(0이하),계약희망,대출 상담 필요,
CS00524,C00481,C00481,U0188,U0188,조도윤,전화,2026-11-19,45,,계약희망,층향 재문의,
CS00525,C00134,C00134,U0078,U0078,조도윤,SNS,2024-02-15,60,,재상담예정,층향 재문의,
CS00526,C00571,C00571,U0003,U0003,전동현,전화,2024-01-09,,비정상(0이하),재상담예정,,
CS00527,C00035,C00035,U0047,U0047,장채원,전화,2025-10-03,45,,계약희망,타 단지와 비교 중,
CS00528,C00586,C00586,U0173,U0173,조도윤,온라인,2025-03-20,90,,재상담예정,전세 대비 비교 요청,
CS00529,C00540,C00540,U0013,U0013,한지민,방문,2026-06-08,15,,재상담예정,대출 상담 필요,
CS00530,C00584,C00584,U0127,U0127,한지민,SNS,2026-04-06,,비정상(0이하),재상담예정,특약사항 확인 요청,
CS00531,C00444,C00444,U0118,U0118,홍태윤,전화,2026-11-21,90,,계약희망,현장 방문 예약,
CS00532,C00247,C00247,U0097,U0097,김서준,전화,2024-12-09,240,이상치(장시간),계약희망,잔금 일정 문의,
CS00533,C00242,C00242,U0003,U0003,홍태윤,전화,2025-02-13,20,,보류,,
CS00534,C00145,C00145,U0140,U0140,한지민,전화,2026-10-26,30,,계약희망,가족과 상의 후 재연락,
CS00535,C00328,C00328,U0112,U0112,조도윤,방문,2025-07-16,20,,계약희망,현장 방문 예약,
CS00536,C00527,C00527,U0017,U0017,장채원,SNS,2024-04-27,15,,계약희망,,
CS00537,C00362,C00362,U0053,U0053,김서준,전화,2024-04-07,,비정상(0이하),보류,가격 재문의,
CS00538,C00433,C00433,U0131,U0131,안시윤,전화,2025-12-01,20,,재상담예정,타 단지와 비교 중,
CS00539,C00339,C00339,U0025,U0025,한지민,전화,2026-01-28,30,,재상담예정,현장 방문 예약,
CS00540,C00133,C00133,U0190,U0190,홍태윤,전화,2026-02-25,,비정상(0이하),계약희망,층향 재문의,
CS00541,C00337,C00337,U0139,U0139,장은서,온라인,2026-01-28,90,,재상담예정,잔금 일정 문의,
CS00542,C00082,C00082,U0027,U0027,김서준,전화,2025-10-06,90,,계약희망,,
CS00543,C00196,C00196,U0064,U0064,조도윤,방문,2026-07-23,240,이상치(장시간),계약희망,현장 방문 예약,
CS00544,C00593,C00593,U0024,U0024,서주원,방문,2026-05-11,10,,계약희망,,
CS00545,C00347,C00347,U0176,U0176,전동현,전화,2025-04-23,90,,계약희망,현장 방문 예약,
CS00546,C00469,C00469,U0153,U0153,안시윤,SNS,2026-07-07,90,,보류,대출 상담 필요,
CS00547,C00167,C00167,U0084,U0084,전동현,전화,2024-07-16,10,,계약희망,잔금 일정 문의,
CS00548,C00262,C00262,U0149,U0149,한지민,전화,2024-05-13,90,,재상담예정,가격 재문의,
CS00549,C00553,C00553,U0068,U0068,장은서,방문,2025-06-14,60,,계약희망,전세 대비 비교 요청,
CS00550,C00542,C00542,U0079,U0079,장채원,전화,2024-04-26,,비정상(0이하),보류,특약사항 확인 요청,
CS00551,C00140,C00140,U0098,U0098,안시윤,전화,2026-03-25,90,,거절,전세 대비 비교 요청,
CS00552,C00371,C00371,,U9986,서주원,온라인,2025-03-28,20,,재상담예정,현장 방문 예약,unit
CS00553,C00465,C00465,U0122,U0122,김서준,전화,2024-06-20,15,,거절,추가 자료 요청,
CS00554,C00039,C00039,U0219,U0219,김서준,전화,2025-09-26,,비정상(0이하),계약희망,대출 상담 필요,
CS00555,C00402,C00402,U0102,U0102,서주원,온라인,2025-09-05,30,,거절,계약금 조율 필요,
CS00556,C00434,C00434,U0070,U0070,홍태윤,전화,2026-07-26,45,,계약희망,타 단지와 비교 중,
CS00557,C00378,C00378,U0065,U0065,안시윤,전화,2025-06-08,90,,계약희망,가격 재문의,
CS00558,C00136,C00136,U0210,U0210,한지민,온라인,2025-05-17,20,,보류,층향 재문의,
CS00559,C00161,C00161,U0093,U0093,한지민,전화,2025-01-02,90,,거절,,
CS00560,C00506,C00506,U0038,U0038,홍태윤,방문,2024-02-05,30,,계약희망,전세 대비 비교 요청,
CS00561,C00233,C00233,U0159,U0159,임동현,SNS,2024-08-15,90,,보류,계약금 조율 필요,
CS00562,C00154,C00154,U0214,U0214,장은서,전화,2025-11-06,15,,계약희망,가격 재문의,
CS00563,C00282,C00282,U0100,U0100,전동현,전화,2024-05-11,30,,보류,특약사항 확인 요청,
CS00564,C00193,C00193,U0038,U0038,한지민,전화,2024-06-28,30,,계약희망,층향 재문의,
CS00565,C00162,C00162,U0102,U0102,김서준,전화,2026-05-17,15,,거절,잔금 일정 문의,
CS00566,C00433,C00433,U0093,U0093,임동현,전화,2025-01-27,,비정상(0이하),재상담예정,전세 대비 비교 요청,
CS00567,C00040,C00040,U0181,U0181,임동현,방문,2024-01-21,60,,계약희망,층향 재문의,
CS00568,C00197,C00197,U0189,U0189,장채원,온라인,2026-10-19,90,,계약희망,가격 재문의,
CS00569,C00464,C00464,U0081,U0081,서주원,전화,2026-03-27,,비정상(0이하),보류,잔금 일정 문의,
CS00570,C00376,C00376,U0208,U0208,한지민,온라인,2026-10-18,90,,보류,층향 재문의,
CS00571,C00288,C00288,U0042,U0042,홍태윤,방문,2024-10-26,15,,계약희망,계약금 조율 필요,
CS00572,C00370,C00370,U0210,U0210,조도윤,전화,2026-04-06,,비정상(0이하),계약희망,가족과 상의 후 재연락,
CS00573,C00573,C00573,U0012,U0012,전동현,전화,2024-03-08,20,,재상담예정,계약금 조율 필요,
CS00574,C00221,C00221,U0012,U0012,장은서,전화,2026-11-20,,비정상(0이하),계약희망,잔금 일정 문의,
CS00575,C00020,C00020,U0204,U0204,한지민,전화,2024-12-08,,비정상(0이하),계약희망,전세 대비 비교 요청,
CS00576,C00291,C00291,U0202,U0202,임동현,전화,2025-09-21,20,,계약희망,특약사항 확인 요청,
CS00577,C00287,C00287,U0051,U0051,홍태윤,전화,2024-08-27,90,,거절,특약사항 확인 요청,
CS00578,C00538,C00538,U0214,U0214,김서준,전화,2024-12-02,90,,계약희망,대출 상담 필요,
CS00579,C00434,C00434,U0101,U0101,임동현,전화,2025-02-23,15,,계약희망,특약사항 확인 요청,
CS00580,C00039,C00039,U0210,U0210,장은서,전화,2026-05-25,240,이상치(장시간),계약희망,특약사항 확인 요청,
CS00581,C00015,C00015,U0111,U0111,김서준,전화,2024-05-18,20,,재상담예정,가격 재문의,
CS00582,C00424,C00424,U0111,U0111,장은서,방문,2026-11-19,15,,계약희망,특약사항 확인 요청,
CS00583,C00384,C00384,U0152,U0152,장채원,방문,2025-08-28,15,,계약희망,추가 자료 요청,
CS00584,C00281,C00281,U0006,U0006,장은서,온라인,2024-07-23,60,,거절,대출 상담 필요,
CS00585,C00534,C00534,U0195,U0195,장은서,전화,2026-06-05,15,,거절,대출 상담 필요,
CS00586,C00158,C00158,U0075,U0075,한지민,전화,2026-12-05,,비정상(0이하),계약희망,대출 상담 필요,
CS00587,C00222,C00222,U0214,U0214,장채원,전화,2024-05-03,240,이상치(장시간),재상담예정,잔금 일정 문의,
CS00588,C00544,C00544,U0155,U0155,장은서,전화,2025-09-19,15,,거절,추가 자료 요청,
CS00589,C00153,C00153,U0034,U0034,안시윤,방문,2026-06-22,45,,계약희망,특약사항 확인 요청,
CS00590,C00293,C00293,,U9973,장은서,전화,2024-03-28,60,,계약희망,추가 자료 요청,unit
CS00591,C00479,C00479,U0103,U0103,전동현,방문,2026-06-14,45,,거절,계약금 조율 필요,
CS00592,C00544,C00544,U0144,U0144,서주원,방문,2026-05-01,10,,계약희망,타 단지와 비교 중,
CS00593,C00587,C00587,U0184,U0184,김서준,전화,2024-03-14,15,,계약희망,특약사항 확인 요청,
CS00594,C00015,C00015,U0193,U0193,전동현,온라인,2024-02-19,60,,계약희망,,
CS00595,C00427,C00427,U0110,U0110,장은서,전화,2024-12-12,30,,보류,가족과 상의 후 재연락,
CS00596,C00143,C00143,U0019,U0019,전동현,방문,2026-06-22,10,,계약희망,층향 재문의,
CS00597,C00549,C00549,U0144,U0144,장채원,방문,2026-05-08,20,,계약희망,전세 대비 비교 요청,
CS00598,C00313,C00313,U0106,U0106,서주원,전화,2026-05-09,,비정상(0이하),계약희망,전세 대비 비교 요청,
CS00599,C00167,C00167,U0122,U0122,서주원,전화,2025-09-03,30,,계약희망,타 단지와 비교 중,
CS00600,C00297,C00297,U0170,U0170,장은서,전화,2024-11-06,15,,거절,계약금 조율 필요,
CS00601,C00599,C00599,U0211,U0211,김서준,전화,2024-07-17,10,,재상담예정,가격 재문의,
CS00602,C00316,C00316,U0151,U0151,조도윤,SNS,2026-05-10,,비정상(0이하),보류,특약사항 확인 요청,
CS00603,C00110,C00110,U0205,U0205,전동현,전화,2025-07-05,,비정상(0이하),재상담예정,계약금 조율 필요,
CS00604,C00240,C00240,U0101,U0101,안시윤,전화,2026-06-12,15,,보류,추가 자료 요청,
CS00605,C00026,C00026,U0139,U0139,한지민,전화,2025-02-02,,비정상(0이하),계약희망,대출 상담 필요,
CS00606,C00276,C00276,U0022,U0022,장채원,전화,2025-09-13,15,,재상담예정,,
CS00607,C00410,C00410,U0180,U0180,안시윤,SNS,2026-01-13,240,이상치(장시간),거절,추가 자료 요청,
CS00608,C00256,C00256,U0001,U0001,안시윤,전화,2026-03-06,,비정상(0이하),계약희망,가격 재문의,
CS00609,C00517,C00517,U0195,U0195,안시윤,SNS,2024-02-11,15,,보류,특약사항 확인 요청,
CS00610,C00538,C00538,U0163,U0163,전동현,방문,2025-01-15,45,,보류,타 단지와 비교 중,
CS00611,C00451,C00451,U0013,U0013,전동현,SNS,2026-12-19,60,,계약희망,가격 재문의,
CS00612,C00026,C00026,U0074,U0074,임동현,방문,2026-04-10,10,,보류,가격 재문의,
CS00613,C00314,C00314,U0130,U0130,한지민,방문,2025-02-03,,비정상(0이하),거절,전세 대비 비교 요청,
CS00614,C00482,C00482,U0140,U0140,안시윤,온라인,2024-06-22,240,이상치(장시간),계약희망,가격 재문의,
CS00615,C00483,C00483,U0125,U0125,김서준,전화,2026-01-21,10,,계약희망,가격 재문의,
CS00616,C00230,C00230,U0184,U0184,장은서,전화,2025-01-25,30,,보류,추가 자료 요청,
CS00617,C00340,C00340,U0146,U0146,임동현,전화,2025-10-23,60,,재상담예정,현장 방문 예약,
CS00618,C00528,C00528,U0003,U0003,서주원,방문,2026-06-27,10,,거절,잔금 일정 문의,
CS00619,C00244,C00244,U0048,U0048,장채원,전화,2025-09-09,20,,계약희망,추가 자료 요청,
CS00620,C00087,C00087,U0057,U0057,장채원,전화,2024-02-01,10,,재상담예정,,
CS00621,C00600,C00600,U0002,U0002,한지민,SNS,2026-09-14,,비정상(0이하),계약희망,현장 방문 예약,
CS00622,C00404,C00404,U0204,U0204,장은서,전화,2024-05-22,60,,계약희망,층향 재문의,
CS00623,C00171,C00171,U0220,U0220,장채원,전화,2024-02-06,240,이상치(장시간),재상담예정,가격 재문의,
CS00624,C00047,C00047,U0062,U0062,장은서,전화,2024-01-23,20,,보류,대출 상담 필요,
CS00625,C00197,C00197,U0119,U0119,장은서,방문,2026-10-05,10,,보류,가족과 상의 후 재연락,
CS00626,,C99193,U0111,U0111,홍태윤,방문,2024-02-21,240,이상치(장시간),계약희망,대출 상담 필요,customer
CS00627,C00344,C00344,U0126,U0126,김서준,방문,2026-06-19,15,,계약희망,현장 방문 예약,
CS00628,C00261,C00261,U0086,U0086,장채원,방문,2024-12-19,60,,재상담예정,타 단지와 비교 중,
CS00629,C00049,C00049,U0133,U0133,조도윤,SNS,2024-06-08,,비정상(0이하),계약희망,타 단지와 비교 중,
CS00630,C00090,C00090,U0123,U0123,전동현,방문,2026-05-11,45,,보류,타 단지와 비교 중,
CS00631,C00540,C00540,U0014,U0014,홍태윤,SNS,2024-10-10,,비정상(0이하),계약희망,잔금 일정 문의,
CS00632,C00300,C00300,U0125,U0125,조도윤,방문,2026-04-24,20,,계약희망,전세 대비 비교 요청,
CS00633,C00516,C00516,U0173,U0173,전동현,SNS,2026-12-01,20,,거절,추가 자료 요청,
CS00634,C00258,C00258,U0034,U0034,서주원,SNS,2025-08-12,20,,보류,가격 재문의,
CS00635,C00244,C00244,U0107,U0107,임동현,전화,2024-07-09,90,,계약희망,특약사항 확인 요청,
CS00636,C00071,C00071,U0213,U0213,서주원,SNS,2025-06-13,240,이상치(장시간),계약희망,,
CS00637,C00005,C00005,U0023,U0023,한지민,전화,2026-12-03,,비정상(0이하),계약희망,타 단지와 비교 중,
CS00638,C00439,C00439,U0136,U0136,한지민,방문,2024-05-08,,비정상(0이하),재상담예정,타 단지와 비교 중,
CS00639,C00583,C00583,U0206,U0206,조도윤,전화,2024-07-16,10,,계약희망,특약사항 확인 요청,
CS00640,C00089,C00089,U0101,U0101,홍태윤,방문,2024-07-08,90,,재상담예정,특약사항 확인 요청,
CS00641,C00194,C00194,U0149,U0149,장은서,전화,2025-05-21,10,,보류,,
CS00642,C00464,C00464,U0049,U0049,한지민,전화,2026-07-12,10,,보류,타 단지와 비교 중,
CS00643,C00551,C00551,U0214,U0214,김서준,온라인,2025-03-09,30,,거절,,
CS00644,C00417,C00417,U0069,U0069,전동현,방문,2024-11-17,,비정상(0이하),계약희망,,
CS00645,C00160,C00160,U0160,U0160,서주원,전화,2024-11-08,45,,보류,층향 재문의,
CS00646,C00186,C00186,U0035,U0035,전동현,전화,2025-08-06,60,,보류,가족과 상의 후 재연락,
CS00647,C00229,C00229,U0209,U0209,안시윤,방문,2026-04-03,15,,거절,추가 자료 요청,
CS00648,C00438,C00438,U0120,U0120,장은서,전화,2025-12-19,45,,재상담예정,전세 대비 비교 요청,
CS00649,C00144,C00144,U0163,U0163,안시윤,방문,2024-06-08,90,,거절,현장 방문 예약,
CS00650,C00458,C00458,U0153,U0153,한지민,온라인,2025-02-14,30,,거절,특약사항 확인 요청,
CS00651,C00527,C00527,U0003,U0003,안시윤,온라인,2026-05-17,15,,계약희망,타 단지와 비교 중,
CS00652,C00231,C00231,U0096,U0096,홍태윤,방문,2025-05-28,,비정상(0이하),보류,가격 재문의,
CS00653,C00124,C00124,U0071,U0071,한지민,온라인,2025-12-19,15,,거절,가격 재문의,
CS00654,C00160,C00160,U0150,U0150,한지민,전화,2024-07-27,15,,보류,추가 자료 요청,
CS00655,C00375,C00375,U0106,U0106,전동현,방문,2025-04-04,10,,계약희망,특약사항 확인 요청,
CS00656,C00573,C00573,U0031,U0031,조도윤,전화,2026-09-15,15,,보류,특약사항 확인 요청,
CS00657,C00179,C00179,U0046,U0046,장은서,전화,2026-08-09,45,,보류,,
CS00658,C00097,C00097,U0106,U0106,장은서,방문,2026-03-08,,비정상(0이하),재상담예정,,
CS00659,C00530,C00530,U0050,U0050,안시윤,온라인,2024-05-02,10,,계약희망,대출 상담 필요,
CS00660,C00097,C00097,U0095,U0095,전동현,온라인,2026-11-02,10,,보류,추가 자료 요청,
CS00661,C00239,C00239,U0048,U0048,전동현,전화,2026-04-04,90,,계약희망,가족과 상의 후 재연락,
CS00662,C00284,C00284,U0161,U0161,서주원,SNS,2025-03-02,30,,거절,특약사항 확인 요청,
CS00663,C00010,C00010,U0101,U0101,장채원,방문,2026-01-20,20,,거절,타 단지와 비교 중,
CS00664,C00571,C00571,U0091,U0091,홍태윤,온라인,2026-11-07,30,,재상담예정,가족과 상의 후 재연락,
CS00665,C00150,C00150,U0134,U0134,장은서,SNS,2024-01-10,60,,보류,타 단지와 비교 중,
CS00666,C00484,C00484,U0023,U0023,전동현,방문,2024-08-13,15,,재상담예정,전세 대비 비교 요청,
CS00667,C00579,C00579,U0031,U0031,서주원,전화,2024-04-13,10,,보류,현장 방문 예약,
CS00668,C00039,C00039,U0217,U0217,홍태윤,방문,2026-04-18,,비정상(0이하),재상담예정,,
CS00669,C00337,C00337,U0182,U0182,장은서,SNS,2026-05-25,90,,거절,타 단지와 비교 중,
CS00670,C00346,C00346,U0056,U0056,전동현,방문,2024-03-06,,비정상(0이하),거절,잔금 일정 문의,
CS00671,C00010,C00010,U0172,U0172,홍태윤,전화,2026-03-23,20,,재상담예정,타 단지와 비교 중,
CS00672,C00160,C00160,U0087,U0087,장은서,SNS,2026-01-13,30,,계약희망,층향 재문의,
CS00673,C00209,C00209,U0176,U0176,전동현,방문,2025-02-27,30,,보류,층향 재문의,
CS00674,C00590,C00590,U0168,U0168,임동현,전화,2024-01-22,15,,계약희망,층향 재문의,
CS00675,C00366,C00366,U0059,U0059,김서준,방문,2026-08-22,60,,거절,계약금 조율 필요,
CS00676,C00070,C00070,U0065,U0065,안시윤,방문,2024-11-22,15,,거절,대출 상담 필요,
CS00677,C00068,C00068,U0173,U0173,서주원,전화,2025-05-01,240,이상치(장시간),보류,전세 대비 비교 요청,
CS00678,C00596,C00596,U0128,U0128,홍태윤,전화,2024-01-16,10,,재상담예정,타 단지와 비교 중,
CS00679,C00557,C00557,U0167,U0167,홍태윤,전화,2024-12-22,15,,계약희망,가족과 상의 후 재연락,
CS00680,C00099,C00099,U0159,U0159,김서준,전화,2026-10-21,,비정상(0이하),계약희망,계약금 조율 필요,
CS00681,C00032,C00032,U0110,U0110,홍태윤,온라인,2025-04-03,240,이상치(장시간),재상담예정,,
CS00682,C00199,C00199,U0087,U0087,조도윤,전화,2026-09-20,,비정상(0이하),보류,,
CS00683,C00448,C00448,U0179,U0179,김서준,전화,2024-02-20,15,,계약희망,층향 재문의,
CS00684,C00204,C00204,U0047,U0047,장채원,방문,2024-01-06,15,,계약희망,특약사항 확인 요청,
CS00685,C00241,C00241,U0070,U0070,장은서,전화,2026-11-15,45,,계약희망,타 단지와 비교 중,
CS00686,C00326,C00326,U0119,U0119,장은서,전화,2025-09-22,90,,재상담예정,전세 대비 비교 요청,
CS00687,C00518,C00518,U0023,U0023,전동현,전화,2024-07-12,90,,계약희망,가격 재문의,
CS00688,C00145,C00145,U0081,U0081,김서준,전화,2025-04-02,240,이상치(장시간),계약희망,타 단지와 비교 중,
CS00689,C00138,C00138,U0029,U0029,장채원,전화,2026-11-12,20,,계약희망,추가 자료 요청,
CS00690,C00096,C00096,,U9947,홍태윤,방문,2025-02-06,,비정상(0이하),보류,현장 방문 예약,unit
CS00691,C00374,C00374,U0021,U0021,조도윤,전화,2026-05-17,240,이상치(장시간),거절,잔금 일정 문의,
CS00692,C00082,C00082,U0064,U0064,임동현,전화,2025-05-28,45,,계약희망,잔금 일정 문의,
CS00693,C00033,C00033,U0146,U0146,임동현,전화,2026-04-25,240,이상치(장시간),재상담예정,잔금 일정 문의,
CS00694,C00288,C00288,U0070,U0070,홍태윤,온라인,2025-01-17,,비정상(0이하),거절,층향 재문의,
CS00695,C00326,C00326,U0186,U0186,조도윤,전화,2024-10-22,,비정상(0이하),계약희망,가격 재문의,
CS00696,C00364,C00364,U0016,U0016,장은서,전화,2024-08-25,10,,계약희망,특약사항 확인 요청,
CS00697,C00072,C00072,U0182,U0182,홍태윤,온라인,2025-06-16,240,이상치(장시간),계약희망,잔금 일정 문의,
CS00698,C00151,C00151,U0218,U0218,임동현,전화,2024-03-24,240,이상치(장시간),보류,추가 자료 요청,
CS00699,C00074,C00074,U0200,U0200,안시윤,전화,2026-08-11,90,,거절,,
CS00700,C00566,C00566,U0143,U0143,서주원,전화,2024-10-20,30,,계약희망,잔금 일정 문의,
CS00701,C00020,C00020,U0084,U0084,조도윤,전화,2024-02-03,30,,거절,타 단지와 비교 중,
CS00702,C00156,C00156,U0041,U0041,임동현,전화,2026-03-02,30,,보류,잔금 일정 문의,
CS00703,C00145,C00145,,U9929,김서준,전화,2026-08-23,240,이상치(장시간),계약희망,가격 재문의,unit
CS00704,C00198,C00198,U0167,U0167,김서준,전화,2026-03-19,45,,계약희망,,
CS00705,C00531,C00531,U0074,U0074,임동현,전화,2025-04-02,45,,계약희망,특약사항 확인 요청,
CS00706,C00359,C00359,U0209,U0209,홍태윤,방문,2025-07-13,60,,보류,가족과 상의 후 재연락,
CS00707,C00392,C00392,U0040,U0040,홍태윤,전화,2024-01-05,10,,계약희망,가족과 상의 후 재연락,
CS00708,C00235,C00235,,U9925,서주원,방문,2025-07-15,,비정상(0이하),재상담예정,계약금 조율 필요,unit
CS00709,C00275,C00275,U0003,U0003,장채원,전화,2025-03-25,,비정상(0이하),거절,가족과 상의 후 재연락,
CS00710,C00125,C00125,U0165,U0165,장채원,전화,2024-02-06,30,,보류,가족과 상의 후 재연락,
CS00711,C00535,C00535,U0184,U0184,한지민,방문,2024-01-05,,비정상(0이하),계약희망,대출 상담 필요,
CS00712,C00345,C00345,U0042,U0042,전동현,방문,2024-05-02,60,,재상담예정,잔금 일정 문의,
CS00713,C00224,C00224,U0199,U0199,안시윤,전화,2025-11-21,,비정상(0이하),계약희망,전세 대비 비교 요청,
CS00714,C00427,C00427,U0013,U0013,장은서,온라인,2026-09-08,,비정상(0이하),재상담예정,,
CS00715,C00018,C00018,U0017,U0017,안시윤,전화,2025-10-02,240,이상치(장시간),계약희망,잔금 일정 문의,
CS00716,C00433,C00433,U0186,U0186,장은서,방문,2024-08-08,30,,계약희망,타 단지와 비교 중,
CS00717,C00267,C00267,U0013,U0013,안시윤,전화,2025-09-02,30,,계약희망,가격 재문의,
CS00718,C00230,C00230,U0013,U0013,임동현,온라인,2025-05-23,10,,계약희망,전세 대비 비교 요청,
CS00719,C00160,C00160,U0091,U0091,장은서,방문,2025-12-25,15,,재상담예정,현장 방문 예약,
CS00720,C00433,C00433,U0143,U0143,홍태윤,온라인,2024-01-12,45,,재상담예정,,
CS00721,C00596,C00596,U0067,U0067,임동현,전화,2026-07-28,30,,보류,가족과 상의 후 재연락,
